,S++
948,-144
949,-48
950,30
951,34
952,-134
953,-54
954,-58
955,-154
956,26
957,38
958,-28
959,16
960,26
961,14
962,26
963,38
964,42
965,34
966,-70
967,-154
968,48
969,48
970,50
971,50
972,38
973,26
974,30
975,22
976,-34
977,-142
978,-136
979,-56
980,-138
981,-50
982,27
983,-1
984,18
985,10
986,-62
987,-138
988,30
989,34
990,-50
991,-138
992,-142
993,-70
994,-106
995,-70
996,-42
997,-146
998,48
999,48
