,S++
1025,-158
1026,-170
1027,-146
1028,-154
1029,-154
1030,-226
1031,-170
1032,-150
1033,-166
1034,-146
1035,-150
1036,-154
1037,-162
1038,-162
1039,-166
1040,-162
1041,-158
1042,-154
1043,-150
1044,-142
1045,-150
1046,-146
1047,-158
1048,-154
1049,-162
1050,-146
1051,-166
1052,-246
1053,-158
1054,-162
1055,-142
1056,-158
1057,-154
1058,-226
1059,-158
1060,-158
1061,-162
1062,-170
1063,-166
1064,-142
1065,-162
1066,-154
1067,-154
1068,-154
1069,-154
1070,-166
1071,-166
1072,-158
1073,-158
1074,-154
1075,-162
1076,-150
1077,-170
1078,-150
1079,-154
1080,-158
1081,-154
1082,-146
1083,-146
1084,-162
1085,-238
1086,-142
1087,-146
1088,-154
1089,-154
1090,-154
1091,-158
1092,-230
1093,-154
1094,-162
1095,-158
1096,-154
1097,-154
1098,-158
1099,-150
1100,-158
1101,-154
1102,-154
1103,-162
1104,-150
1105,-158
1106,-158
1107,-146
1108,-174
1109,-154
1110,-150
1111,-158
1112,-162
1113,-166
1114,-154
1115,-170
1116,-158
1117,-162
1118,-162
1119,-162
1120,-154
1121,-158
1122,-146
1123,-154
1124,-158
1125,-146
1126,-238
1127,-154
1128,-150
1129,-150
1130,-170
1131,-142
1132,-146
1133,-158
1134,-154
1135,-154
1136,-158
1137,-158
1138,-170
1139,-150
1140,-154
1141,-158
1142,-154
1143,-146
1144,-158
1145,-158
1146,-154
1147,-178
1148,-162
1149,-166
1150,-154
1151,-158
1152,-146
1153,-162
1154,-154
1155,-154
1156,-158
1157,-146
1158,-146
1159,-174
1160,-162
1161,-154
1162,-158
1163,-154
1164,-150
1165,-242
1166,-170
1167,-154
1168,-150
1169,-150
1170,-166
1171,-154
1172,-170
1173,-142
1174,-158
1175,-154
1176,-166
1177,-170
1178,-154
1179,-158
1180,-158
1181,-150
1182,-154
1183,-158
1184,-174
1185,-158
1186,-154
1187,-162
1188,-150
1189,-158
1190,-162
1191,-146
1192,-142
1193,-158
1194,-166
1195,-150
1196,-162
1197,-154
1198,-162
1199,-158
1200,-166
1201,-230
1202,-154
1203,-158
1204,-166
1205,-174
1206,-162
1207,-150
1208,-154
1209,-158
1210,-158
1211,-150
1212,-146
1213,-166
1214,-150
1215,-170
1216,-222
1217,-150
1218,-166
1219,-158
1220,-162
1221,-142
1222,-158
1223,-154
1224,-154
1225,-150
1226,-158
1227,-154
1228,-158
1229,-166
1230,-238
1231,-154
1232,-158
1233,-166
1234,-154
1235,-170
1236,-162
1237,-162
1238,-158
1239,-154
1240,-162
1241,-154
1242,-162
1243,-166
1244,-154
1245,-154
1246,-174
1247,-178
1248,-166
1249,-166
1250,-158
1251,-158
1252,-166
1253,-154
1254,-154
1255,-154
1256,-158
1257,-170
1258,-162
1259,-166
1260,-150
1261,-158
1262,-162
1263,-158
1264,-150
1265,-154
1266,-158
1267,-158
1268,-174
1269,-150
1270,-174
1271,-158
1272,-142
1273,-166
1274,-162
1275,-158
1276,-154
1277,-162
1278,-162
1279,-154
1280,-158
1281,-158
1282,-146
1283,-154
1284,-146
1285,-170
1286,-158
1287,-150
1288,-158
1289,-174
1290,-154
1291,-150
1292,-154
1293,-142
1294,-146
1295,-158
1296,-158
1297,-158
1298,-162
1299,-170
1300,-150
1301,-142
1302,-154
1303,-170
1304,-158
1305,-170
1306,-142
1307,-154
1308,-158
1309,-242
1310,-142
1311,-142
1312,-150
1313,-146
1314,-158
1315,-146
1316,-162
1317,-174
1318,-150
1319,-162
1320,-162
1321,-174
1322,-162
1323,-158
1324,-158
1325,-162
1326,-162
1327,-166
1328,-158
1329,-162
1330,-146
1331,-238
1332,-150
1333,-162
1334,-146
1335,-158
1336,-162
1337,-146
1338,-158
1339,-154
1340,-170
1341,-146
1342,-158
1343,-166
1344,-162
1345,-154
1346,-142
1347,-158
1348,-166
1349,-154
1350,-174
1351,-146
1352,-170
1353,-234
1354,-166
1355,-162
1356,-154
1357,-242
1358,-158
1359,-146
1360,-154
1361,-162
1362,-154
1363,-154
1364,-158
1365,-166
1366,-162
1367,-150
1368,-162
1369,-238
1370,-158
1371,-166
1372,-158
1373,-150
1374,-178
1375,-154
1376,-154
1377,-158
1378,-142
1379,-158
1380,-170
1381,-158
1382,-158
1383,-142
1384,-158
1385,-154
1386,-158
1387,-162
1388,-166
1389,-158
1390,-158
1391,-158
1392,-166
1393,-158
1394,-230
1395,-234
1396,-166
1397,-154
1398,-154
1399,-154
1400,-154
1401,-166
1402,-170
1403,-154
1404,-154
1405,-154
1406,-158
1407,-170
1408,-162
1409,-162
1410,-170
1411,-146
1412,-146
1413,-170
1414,-150
1415,-158
1416,-162
1417,-166
1418,-170
1419,-162
1420,-154
1421,-158
1422,-150
1423,-154
1424,-158
1425,-170
1426,-158
1427,-150
1428,-154
1429,-150
1430,-230
1431,-166
1432,-146
1433,-154
1434,-222
1435,-158
1436,-150
1437,-170
1438,-166
1439,-170
1440,-158
1441,-150
1442,-162
1443,-166
1444,-150
1445,-162
1446,-174
1447,-146
1448,-154
1449,-154
1450,-170
1451,-158
1452,-238
1453,-158
1454,-158
1455,-174
1456,-162
1457,-146
1458,-154
1459,-146
1460,-170
1461,-154
1462,-242
1463,-242
1464,-162
1465,-154
1466,-154
1467,-230
1468,-158
1469,-166
1470,-162
1471,-158
1472,-154
1473,-174
1474,-166
1475,-170
1476,-150
1477,-166
1478,-162
1479,-150
1480,-154
1481,-238
1482,-158
1483,-142
1484,-174
1485,-150
1486,-162
1487,-158
1488,-162
1489,-142
1490,-150
1491,-146
1492,-154
1493,-158
1494,-158
1495,-170
1496,-154
1497,-166
1498,-158
1499,-174
